FSC-A,SSC-A,Alexa_488-A,PI-A
155783,101655,4834.67,371.161
140163,46548.7,875.239,78.8087
245204,132009,23699.6,369.012
129686,50024,2196.7,164.171
133463,65823,23222.7,70.9881
148738,58497.4,2241.59,127.63
216922,121587,5597.84,320.494
105763,50722.2,3966.73,126.281
113173,60316.8,3451.94,20.6798
128958,48107.4,2147.69,82.4159
131492,49074.3,3821.75,99.7637
140321,50138.3,6965.01,188.155
106737,34943.1,1182.82,115.212
123739,37128.3,3753.05,28.6928
152743,53311.7,4926.51,51.3276
16441,67219.5,307.442,51.0797
133768,46270.7,5479.99,62.645
135876,55096.6,1376.4,147.815
103431,117025,112508,4980.23
121657,41026.5,1949.43,30.1246
96339.8,27830.3,2173.16,107.006
115611,41857.8,2424.98,182.317
93777.2,46039.3,3566.08,9.80289
162284,53512.6,2278.49,77.8449
128505,61630.9,1727.35,96.3217
121387,40291,5522.39,77.487
114607,38990.3,3367.41,68.042
119057,84242.2,4845.41,130.77
100454,42711.6,3378.42,50.9971
114599,39963.8,2048.56,169.32
139892,43292.8,1792.47,136.69
145622,43429.8,3165.7,156.571
121235,45427.5,4291.11,154.313
99668.8,35026.9,650.957,60.6348
146560,61408.8,16204,140.49
92994,32485.3,1342.8,111.357
138587,90466.6,2489.41,176.37
114801,47732.4,5294.12,72.6404
101849,39030.2,5150.51,-7.54503
138432,58888.4,6212.04,136.938
150501,77299.6,7941.73,130.053
123651,78851.7,3301.87,164.804
133732,55903.9,2759.54,148.365
109404,83625.1,6397.91,60.4419
128848,60730.5,2214.05,136.993
113424,31042.2,2702.27,16.2188
66604.6,47672.5,38595.1,3433.52
126929,35049.5,2069.49,106.345
66389.8,10138.6,867.804,6.8565
145893,41719.4,1357.81,41.0841
152824,45793.2,3143.4,100.314
155716,56860.2,1162.44,172.68
99632.7,32817.8,1960.58,25.0029
111935,55000.8,4123.14,198.123
105564,32700.7,1144.27,88.4188
101507,49231.3,4817.74,35.1087
126703,56003.6,5062.4,75.6146
61116.9,27455.2,55506.8,8785.02
127490,44078.9,1981.37,216.104
124497,46833.3,858.167,156.433
28583.3,32155.4,33071.8,305.294
127689,63838.7,1933.32,18.3116
165493,61512.5,5524.46,176.535
35154.2,80856,52769.6,712.912
123980,50409.7,5042.71,112.899
108711,54991.5,5252.26,92.1914
113909,44411.4,2033.14,177.223
116193,31962.6,3053.77,172.019
140330,94191.9,35322.8,352.602
129634,70023.2,8025.02,121.683
98200.1,65780.5,1136.15,103.151
109549,28379.5,2272.98,13.2174
95964,30032.7,1964.16,55.7058
124508,42979,2325.43,87.1522
39515.5,19549.7,97.4783,182.317
124130,59698.4,27365.5,-127.273
120384,71857.2,32309.8,65.6464
118894,48507.8,3932.72,80.6536
109960,70072.4,10972.1,83.9304
127127,34308.7,2202.07,123.775
129246,38769.5,1737.4,49.0145
133051,43717.1,3353.64,6.22326
120512,26634.6,408.225,40.7536
107780,30074,10978.6,112.32
114020,38494.2,2982.59,85.8304
115383,130099,2072.93,18.7246
102802,20333,2074.58,42.1029
116492,59961.7,3975.96,87.2348
156082,46901.1,2249.3,117.029
121676,33131.6,4764.46,155.635
75876.2,121652,108589,4661
119742,26923.2,4120.25,107.336
106498,34220.9,7587.06,45.8204
147160,63973,22765.2,84.2334
171369,77727.9,1124.72,44.5261
78786.4,105135,76359.5,4426.95
120276,35674.6,1097.32,158.912
115907,28916.9,3121.51,133.028
162868,53902.2,3090.8,67.6565
79788.7,90186,40053.5,6338.46
55187.4,25013.3,44601,8424.54
114514,36564.4,2714.25,122.536
43766.8,120580,12661.4,134.652
50309.6,33990.8,20102,3879.8
169713,69815.7,2716.31,141.784
146135,38137.8,2552.47,170.89
142248,73684.7,5782.33,231.167
157091,68875.4,3609.86,90.6768
105302,41561.2,1461.07,85.7754
95635.8,50095.8,453.797,63.829
126024,87225.4,32581,66.5277
123280,35948.6,1560.62,61.2406
93481.5,45225.3,2984.1,110.585
143959,59804.8,5589.03,195.81
103572,44158.7,2272.57,83.8478
153856,47104.6,2657.38,132.559
22579,38314.6,67554.9,1168.17
139808,49583.7,4898.83,221.667
117199,44785.1,2038.51,57.0275
101303,66083.7,3693.71,90.0985
116516,46939.7,2286.33,25.9666
23617.4,109625,101.058,40.1203
128719,39560.9,1878.93,149.852
108740,42187.6,3806.2,55.8435
129769,73454.6,1919.83,100.039
118493,40965.3,1913.77,120.719
103898,28798.5,984.833,46.8667
81524.1,125208,89930,4993.31
125999,40312.3,4004.04,112.265
117552,36287.7,3786.78,23.8738
145135,63195,4264.81,98.084
123739,55066,2529.48,148.117
107510,27622.8,1455.84,71.5942
175587,105547,16041.9,204.897
145675,50731.5,6404.51,127.355
133962,51038.8,3251.48,70.2175
112532,41611.7,1735.88,90.7594
102948,26000.2,2099.22,61.6536
117084,45496.6,987.036,197.738
107641,31793.7,3764.62,32.7406
167326,82827.1,45386.7,301.081
108697,71801.4,2678.04,231.938
130246,50295.3,6312.68,101.388
126456,42355.2,1964.99,140.545
48182.6,27936.7,53088.6,4093.04
143594,81310.9,4730.59,82.0305
134086,43859.4,2783.22,111.054
145420,58609.1,1204.16,74.7058
115485,38931.8,2372.66,133.606
27245.7,80309.4,11955.7,116.588
115539,37358.4,1265.29,88.5014
172078,51743.7,3933.28,115.046
125052,47316.1,3523.54,-30.2623
125311,45837.1,1212.42,125.097
146678,106204,5081.95,225.907
115747,43594.7,1870.26,130.191
127565,43058.8,3246.11,163.813
117558,59935.1,3632.17,40.5333
95951.7,32354.9,4331.45,83.4073
134472,50266,885.428,109.925
144145,45758.7,1903.72,168.026
168626,61524.5,2081.74,130.109
117284,53331.7,4188.12,186.668
101719,34266.1,1300.4,56.6145
105058,39086,1735.06,72.4203
129370,37440.8,1561.03,83.7102
132510,48485.2,7823.87,-61.2957
128966,37435.5,5318.35,149.522
136328,64532.9,5746.54,97.0377
126174,53976.7,1038.39,149.687
150145,53460.7,975.746,111.136
133682,53452.7,3710.23,137.681
120140,34865.9,3952.96,77.7622
147787,55736.3,8853.17,139.361
121833,53615,2764.09,76.3305
104151,30008.8,1208.84,67.7942
107356,31271,1658.23,55.9812
131525,60590.8,3279.7,160.371
154075,60151.9,939.536,140.738
167888,58203.5,3322.66,183.006
113772,41647.6,1839.83,101.967
134743,45766.6,2355.31,147.484
119123,36033.7,3203.57,110.448
99331.8,39441.2,3955.99,140.573
112405,38959.7,2922.97,83.4899
109562,51792.9,1469.75,65.5362
97680.9,27900.7,1575.62,70.7681
23483.7,48743.2,3475.21,386.499
108819,29777.4,2433.65,68.9783
116428,38800.1,2935.91,180.169
59038.3,70283.9,33206.9,444.242
142252,49018.5,3075.66,112.706
112533,65205.9,3811.43,176.425
140165,62874.4,2060.26,92.1914
143686,60465.8,4649.08,85.8029
41333.6,147464,4476.98,303.917
143468,54253.4,4849.54,129.365
118004,30680.4,2237.73,46.4811
131246,53825.1,2408.46,134.735
56929,42556,50387,3803.94
137160,50622.5,1918.59,165.63
141171,75622.5,11462.8,44.7737
100408,22808.2,665.413,88.9696
106416,58159.6,2515.71,86.2985
133334,35605.4,4051.27,132.119
127405,40611.6,1478.01,129.228
73795,83649,75596.7,4792.68
83325.4,125689,6942.85,250.222
126873,39900,706.855,113.449
132198,62814.6,2989.06,114.22
71864.3,106274,128356,5458.43
113814,26755.6,2270.91,-32.6305
137490,52791.7,2212.81,175.984
29637.5,68757,1542.44,522.28
136774,76149.2,3257.4,90.8145
103257,35928.6,3161.57,104.775
152878,50436.3,2986.44,166.98
104747,47576.8,3746.72,131.926
119147,39325.4,1316.09,139.058
108647,28094.9,3558.78,42.8739
74162.9,92883.2,107873,4643.46
134287,63132.4,1370.62,85.9406
138036,79323.9,13085.8,80.8186
154985,50625.1,4138.83,67.7666
132337,34441.7,1768.65,42.3783
115800,45954.2,779,96.9
168222,98354.8,32436.6,-5.39754
118868,69708,5925.52,129.282
114418,31402.6,1496.46,117.635
101215,40837.7,3201.09,82.0304
108158,32811.1,3846.4,79.4145
42785.6,27432.6,27310,7649.48
134816,77753.1,34425.1,285.412
123780,43473.7,1378.88,43.2318
31372.9,28895.6,55612.7,557.554
46522.1,45093.7,50635.4,2623.57
107874,47877.3,2169.3,79.0566
135109,42363.2,2996.36,121.049
108340,26146.5,221.529,98.9101
128440,30269.5,5362.68,65.2885
122226,44133.4,2168.07,64.8479
85140.9,61278.4,3374.15,186.778
91114.3,38677.7,3451.39,105.987
146620,75437.6,2729.67,167.833
101729,42736.9,3305.59,61.1304
149227,61134.8,9319.64,156.323
91428.5,49006.5,7508.44,60.5799
143002,46385.1,4128.09,28.858
158998,40450.6,2878.78,126.446
19782.4,77312.9,4329.25,703.936
118883,50407,1493.98,115.817
141337,83731.5,15486.2,2.80884
107642,52815.6,4883.69,93.8158
69667,43476.4,44875.7,6861.51
114926,33327.1,1729.28,90.3464
86555,35262.3,9007.24,21.8087
148650,59839.4,2466.7,110.944
138154,46151,1881.55,176.893
115822,44985.9,1201.54,87.5652
112596,48674,4089.41,109.842
97256.7,23619.5,1823.86,48.8769
126493,46829.3,2049.8,143.629
120673,50633.1,7993.49,117.772
112734,39188.5,1760.39,58.4869
92667.5,61583,54454,5548
135185,64486.4,6558.17,80.4331
98706.1,27311.6,1162.99,60.7724
133651,66485.4,3109.39,107.887
135995,36327.6,2149.89,100.287
116973,45611,2898.19,185.016
104304,38979.6,5316.83,151.367
139943,50735.5,3625.56,186.42
100668,34417.7,364.029,83.7101
135618,44056.3,1816.7,120.471
133522,49635.6,3168.04,26.7652
159144,48310.9,3080.48,157.617
118056,72482.3,2865.56,245.32
135815,56676.6,5448.32,126.612
135329,48950.7,4700.57,89.5753
108126,30108.5,3944.84,12.6942
156632,67828.7,6083.58,51.6028
127075,52376.7,2411.35,52.6217
99376.6,21794.7,702.036,55.2377
114130,34904.5,4138.56,137.02
139438,42645.1,2339.75,170.064
120083,32616.9,1781.32,115.212
137542,66297.8,4293.86,179.977
131639,58284.6,3607.8,164.529
135479,55575.4,8273.95,92.9072
101321,36996.6,1687.01,87.4275
129185,39709.8,2629.16,69.0058
108080,58985.5,3526.98,94.9174
140540,80300.1,22102.4,208.504
155471,59528.1,3681.32,1.2115
143730,61427.4,4383.22,44.5262
116615,36724,3740.25,63.6362
113802,38852,3167.49,98.7725
132896,79843.9,39539.8,37.339
123732,38671.1,3089.84,10.7942
103192,37927.6,1572.59,61.158
98905,34468.3,3400.45,43.5073
135095,72107.3,6116.76,118.791
146214,82703.4,32315.7,272.443
157881,60186.5,7976.56,87.6203
130081,44765.1,4951.01,125.455
43865.4,25562.6,27482.1,3122.17
32063.7,116404,3928.18,604.888
124505,48705.9,3813.91,31.942
103805,34803.4,2513.65,120.251
110485,44761.2,1912.39,67.9869
120599,40514.5,1658.51,106.428
28249.8,46186.9,102165,12146.4
102788,33097.1,3799.17,72.8609
99749.8,50561.3,4065.31,84.784
122440,55756.3,5423.12,125.868
114323,37752.1,1793.3,61.929
126946,35359.4,4971.25,69.3639
119138,30939.8,830.08,131.403
81568.1,79027.3,21412.2,314.161
157863,53988.7,3719.32,126.612
126013,44380.8,2933.3,60.0289
99479.6,77903.4,2206.62,131.541
141742,47925.2,1117.01,81.7275
119962,37035.2,2732.01,91.2275
118359,51639.9,5026.19,171.716
129985,46060.6,2499.19,12.1159
133996,37105.7,702.862,20.3768
124816,59711.7,1808.03,220.51
120774,36851.6,2194.36,67.8768
50815.6,45156.2,67400.6,4413.98
113081,28520.5,2803.88,104.032
111777,41380.3,2712.32,75.3116
146406,47157.8,3288.93,94.7247
122598,43127.9,2377.75,69.3637
123251,34911.2,2895.3,120.829
121580,52419.3,1720.6,110.586
82159.4,27697.3,1654.79,63.8014
74617,87325.1,46382,4339.71
126084,71522.1,4145.99,75.9724
129219,64616.7,2680.65,139.278
126347,30241.5,1472.64,63.2232
130390,37702.8,2331.63,104.996
134226,43675.9,1011.27,141.619
135425,48497.1,3063.13,144.896
48977.3,36221.2,50860.5,4774.78
59393.8,31012.9,37447.3,8234.02
57118.2,48740.5,59869.1,4237.52
120507,43271.6,1532.39,90.787
134492,43304.8,4429.89,16.687
128474,53857,2099.36,86.8768
53909.7,43211.7,99984.5,7244.59
145849,46512.8,1126.65,91.7507
118467,41707.5,2164.62,99.2681
119067,38971.7,1328.76,12.3913
84302.2,31486.4,2411.35,92.5217
116538,40986.6,2952.85,90.6218
83541,106244,104695,4918.08
106716,146800,66110.9,21752.8
165146,130228,40217.8,3525.52
130133,68157.2,4729.21,175.599
101577,125307,143706,6083.61
140562,59270.1,2864.73,80.6812
135998,42161,5786.6,15.5855
142322,60495.1,4069.03,180.61
112074,41113,2376.93,170.725
38680.4,34883.2,26628.1,104.83
155505,71284,4745.59,158.058
122661,55143.1,17860.7,52.0161
122462,38591.3,2117.81,61.9841
155692,58121,2982.31,48.684
150036,53826.4,6321.36,14.6493
150607,56739.1,2316.07,47.7754
101654,37044.5,1242.71,74.8985
122575,57582.4,4144.07,81.9478
135790,104095,42328,138.726
117264,40410.7,1891.6,142.886
113456,51905.9,4977.45,-19.1929
139114,56759.1,1568.19,38.7159
101406,84447,87231.2,6126.37
134371,35106.7,1024.49,155.745
126296,62285.2,3021.28,111.246
138998,34428.4,1343.36,92.5493
131493,57916.2,285.138,154.423
102286,48937.4,3301.04,-13.1348
115961,72312.1,3356.53,150.21
138474,56398.7,2739.85,79.2493
114220,28428.8,982.217,99.6261
137240,44851.6,4259.17,61.4333
99528.9,55938.5,2929.44,58.6797
122117,44031,3615.37,142.004
123484,50172.9,3583.57,87.6478
137799,44404.7,2189.27,118.819
144715,59832.7,3193.65,182.978
80106.4,19593.6,1581.68,23.4884
59770.5,35169.2,51385.1,6205.73
110770,50053.2,18252,102.518
105812,30661.8,1786.83,60.1391
119707,47986.4,860.37,187.604
100991,25383.1,1213.8,31.529
144077,90291,26289.9,108.08
112424,31813.6,9083.1,74.4852
109010,40163.3,1159.96,77.7623
153112,47523.6,2811.17,137.461
102837,124882,82710.2,6289.63
130028,58039.9,2997.59,161.858
123612,52834.3,6413.88,86.9319
118338,28890.3,2128.14,65.1231
125476,42587.9,1357.26,99.7913
162327,82219.3,2421.95,146.107
102510,59361.9,10210.8,35.5218
96703.2,37178.8,9139,87.4
155374,98135.4,7561.86,178.077
124076,57585,4750.96,130.962
118643,43697.2,2838.71,101.499
98342.6,25961.6,818.102,118.186
73322.5,103115,71884.6,3610.28
156844,61626.9,5396.96,148.062
119763,43800.9,3312.47,191.79
128054,44061.6,9673.62,167.641
111364,32025.1,2896.54,95.1377
113422,40158,3257.4,117.414
111630,40997.3,4395.2,44.4435
102382,43702.5,2004.64,63.2232
114544,50449.6,5198.29,99.9014
123226,39866.8,1789.72,44.5261
71326.6,100032,62200.2,3018.03
117340,41970.8,2633.7,103.371
123450,46383.8,5717.21,164.198
38852.9,31310.9,2094.96,1407.73
94957.3,132060,33202.4,968.477
135587,73812.3,3251.75,200.464
114272,37995.4,3243.91,119.342
126447,47268.2,798,106.4
105002,29273.3,1058.36,96.3493
144296,48241.8,4190.05,127.493
110033,28278.5,2168.89,43.287
123952,30893.2,1391.13,80.2957
125587,52161.3,3839.1,99.1856
120539,38483.6,3520.78,116.974
118148,36169.4,2751.56,68.6202
142833,56044.9,2796.03,89.4102
137408,46305.3,1543.96,94.8348
108795,33986.8,5245.93,62.4245
146569,63378.5,4218.28,124.546
157837,64981.1,2209.09,106.758
126904,33986.8,3715.74,135.809
133464,56349.4,11826.3,80.7912
125253,38925.1,2082.98,104.417
147470,72325.4,2789.56,194.02
139390,49190.1,3596.65,143.051
132640,51800.8,4374.27,147.319
97089.5,36545.7,3092.87,73.6044
95436.9,38395.8,2591.3,88.5289
125472,50720.9,2306.71,234.499
128129,48420,2121.39,92.6869
115908,51318.1,1182.54,144.565
127270,45275.9,2568.03,41.9102
147102,67808.7,3475.21,67.2985
114154,45072.4,2945.41,111.77
152830,81151.3,3600.64,209.523
77323,84909.9,141922,5034.2
110467,33356.4,1824.14,19.5232
117440,33425.6,1763.28,109.374
147509,53567.1,4752.07,80.0477
112419,49912.2,5004.3,58.1289
136579,58776.7,3077.59,106.73
155136,94868.9,5451.07,72.4753
122536,34409.8,2550.68,15.8884
101888,46060.6,3482.37,48.9044
107984,46851.9,1931.12,146.741
97588.5,30252.2,483.123,103.068
109802,67595.9,4116.39,199.087
133192,35206.4,1358.36,102.077
111094,54857.2,3369.06,144.62
86109.8,112627,112937,5800.04
88241.1,23034.3,3174.51,81.7551
123888,37557.9,3948.15,112.651
118025,37032.5,8846.43,33.9247
145893,53261.2,5413.62,-31.8318
110459,34607.9,3078.83,94.3391
90415.6,25412.3,971.203,23.571
116149,42799.4,3153.59,144.73
115210,36195.9,2002.16,74.7058
77327.4,48127.4,3065.2,124.243
100045,33073.1,1443.17,65.2608
121979,41184.8,3021.28,84.6464
107848,29450.2,2537.88,90.7319
97906.2,40925.4,2387.53,117.91
113502,34985.7,3170.93,130.852
110898,70625.7,4579.41,144.07
118634,47471.7,1950.53,85.6101
109802,71076.5,5583.38,119.259
129435,60120,7559.11,165.713
116789,30470.3,1186.54,157.838
109842,35941.9,1045.14,2.4232
125643,104461,33875.3,223.622
43838.1,38844,53483.1,8394.47
141046,58509.4,3574.75,69.3637
126775,42091.8,586.384,28.0594
152068,57267.1,4199.69,71.0159
112754,36420.7,1917.49,17.045
121144,34697,752.29,137.901
93204.3,53950.1,5817.44,92.8798
97075.4,45805.2,1257.44,73.8797
140052,56244.4,3767.51,123.528
94196.1,39034.2,3943.33,94.3392
137984,94825,37936.8,453.356
156596,43753,1961.96,91.0348
128711,40776.5,1556.62,87.8681
84883.9,25168.9,1079.14,34.7507
103377,143139,98127.6,7925.15
112680,46596.6,2359.44,106.18
102021,27019,2233.19,52.0159
136822,51540.2,1672.96,94.8623
51399.9,41674.2,36501.3,390.793
114264,86196,39076.8,15533.7
125181,72063.4,2440.95,155.607
123493,33703.5,2014.83,174.139
103270,35590.8,1937.45,43.5073
134670,48364.1,4175.04,117.965
99962.7,27807.6,2713.56,23.0202
121898,48035.6,4231.49,112.072
104533,36548.4,4380.6,123.885
103438,30789.5,861.471,70.1899
93093.4,111539,113459,5251.6
46289.8,13466.3,4739.81,42.9839
104456,45898.3,5155.61,61.2132
120419,37093.7,4811.82,94.3117
114461,57118.2,4144.89,33.787
121282,74825.8,12409.5,87.3174
147655,53435.4,2287.85,157.122
149235,56279,2665.37,132.504
119660,35089.4,2461.19,59.6159
110612,53267.8,3363.69,118.516
139011,46945,1464.1,201.786
123990,35072.1,5902.94,-4.02022
123606,53185.4,6832.15,106.978
118296,27719.9,3814.32,81.0115
122128,53358.3,4134.84,94.3941
115318,42550.7,3735.15,-5.12172
144663,64977.2,19744,-68.2902
133027,55261.5,3940.43,43.4522
105830,114561,75996.6,7404.52
126227,49148.8,4278.44,121.38
108859,34122.5,3613.99,115.872
82031.8,81485.1,106004,4908.14
104250,53266.5,6752.3,174.029
123020,39969.2,1803.76,143.491
135653,51481.6,3873.94,149.852
142684,42689,4832.75,18.0362
113325,26429.8,5583.11,82.113
124076,79592.5,2502.77,189.119
144779,63312,9439.28,130.274
51947.3,71276,18821.3,-17.8983
134365,63198.9,3757.32,132.312
154712,55693.8,2013.86,197.077
137324,61960.7,6976.03,463.71
25439.9,49824.5,23426.4,187.907
73407.8,53218.6,44952.9,8004.31
131797,53626.9,12668.7,35.0812
142947,67820.7,2226.03,110.31
133668,52060.2,3088.74,101.609
118298,34796.8,3382.83,126.639
108281,22499.6,1569.84,88.6942
57874.1,42097.2,294.087,171.33
135815,57849.7,4206.02,140.683
114902,43013.5,1896.42,68.0971
143515,71790.7,2231.12,139.168
109298,50423,5475.99,155.772
120192,32323,638.152,68.9783
140843,41158.2,1000.94,85.2797
166744,52410,4833.85,193.222
78017.3,91666.3,32667.1,7398.82
64679.1,63398.4,85184.6,4660.98
135453,50881.8,2177.57,102.848
150948,51361.9,6806.96,92.9348
110644,43300.8,3432.53,41.9102
137084,78607,5219.36,75.4492
86064,86307.7,40658.8,4914.39
157119,65857.6,4795.02,169.183
109920,38099.2,933.065,59.1478
109153,37436.8,1509.26,95.9913
122890,66903,5927.31,151.284
80790.2,93014.9,105366,4914.83
120638,40354.9,2783.78,211.946
114757,35767.7,3660.12,0.440516
108053,47064.7,4063.11,66.913
47902.8,28243.9,1174.56,11.6203
86343.8,16926.9,2357.65,4.37826
111182,22427.8,705.754,44.6637
114229,32018.4,3468.88,64.1319
107150,36746.6,3420.69,93.816
102859,42880.5,2382.85,-8.17823
86110.6,85445.9,113026,7730.22
148010,56985.2,7316.1,121.986
132057,48380.1,3302.42,106.097
98391,51786.2,2202.35,67.8217
144675,49804.5,6441.41,157.37
103668,29503.4,3604.22,40.7261
113247,46784.1,1861.72,82.5536
155869,91220.7,4271.7,228.743
22167.2,44556.3,16761.6,11787.9
117650,49642.3,2265.68,126.088
122895,76387.2,8478.82,198.812
65639.2,30427.7,46344.7,470.126
151111,81321.5,28694.8,318.511
